subject;predicate;object;truth_value,
http://dbpedia.org/resource/Vivian_Lee;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_University;1,
http://dbpedia.org/resource/Megan_Schwamb;http://dbpedia.org/property/education;http://dbpedia.org/resource/California_Institute_of_Technology;1,
http://dbpedia.org/resource/Richard_Woodcock;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Oregon;1,
http://dbpedia.org/resource/Paul_Milgrom;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Michigan;1,
http://dbpedia.org/resource/Xiaowei_Zhuang;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Berkeley;1
http://dbpedia.org/resource/Stephen_Salter;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Cambridge;1,
http://dbpedia.org/resource/William_Healey_Dall;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_College;1,
http://dbpedia.org/resource/Stephen_Kosslyn;http://dbpedia.org/property/education;http://dbpedia.org/resource/Stanford_University;1,
http://dbpedia.org/resource/William_Nordhaus;http://dbpedia.org/property/education;http://dbpedia.org/resource/Sciences_Po;1,
http://dbpedia.org/resource/William_Chambliss;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Los_Angeles;1
http://dbpedia.org/resource/Nanda_Rea;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Rome_Tor_Vergata;1,
http://dbpedia.org/resource/William_Happer;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill;1,
http://dbpedia.org/resource/Vincenzo_Di_Nicola;http://dbpedia.org/property/education;http://dbpedia.org/resource/McGill_University;1,
http://dbpedia.org/resource/Roy_W._Gould;http://dbpedia.org/property/education;http://dbpedia.org/resource/California_Institute_of_Technology;1,
http://dbpedia.org/resource/Stephen_R._Bourne;http://dbpedia.org/property/education;http://dbpedia.org/resource/King's_College_London;1,
http://dbpedia.org/resource/Michael_Cole_(psychologist);http://dbpedia.org/property/education;http://dbpedia.org/resource/Indiana_University;1,
http://dbpedia.org/resource/Stephen_Manuck;http://dbpedia.org/property/education;http://dbpedia.org/resource/Vanderbilt_University;1,
http://dbpedia.org/resource/Tracy_Palmer;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Birmingham;1,
http://dbpedia.org/resource/Neil_Shephard;http://dbpedia.org/property/education;http://dbpedia.org/resource/London_School_of_Economics;1,
http://dbpedia.org/resource/Paul_Farmer;http://dbpedia.org/property/education;http://dbpedia.org/resource/Duke_University;1,
http://dbpedia.org/resource/Tanel_Tammet;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Tartu;1,
http://dbpedia.org/resource/Warren_B._Mori;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Berkeley;1
http://dbpedia.org/resource/Perry_A._Frey;http://dbpedia.org/property/education;http://dbpedia.org/resource/Brandeis_University;1,
http://dbpedia.org/resource/Ronald_V._Clarke;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Bristol;1,
http://dbpedia.org/resource/Vickie_Mays;http://dbpedia.org/property/education;http://dbpedia.org/resource/Loyola_University_Chicago;1,
http://dbpedia.org/resource/Teru_Hayashi;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Missouri;1,
http://dbpedia.org/resource/Zhi-Quan_Tom_Luo;http://dbpedia.org/property/education;http://dbpedia.org/resource/Peking_University;1,
http://dbpedia.org/resource/Pardis_Sabeti;http://dbpedia.org/property/education;http://dbpedia.org/resource/Massachusetts_Institute_of_Technology;1,
http://dbpedia.org/resource/Norman_Rostoker;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Toronto;1,
http://dbpedia.org/resource/Saul_Perlmutter;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_University;1,
http://dbpedia.org/resource/Rose_Frisch;http://dbpedia.org/property/education;http://dbpedia.org/resource/Columbia_University;1,
http://dbpedia.org/resource/Thomas_Ollendick;http://dbpedia.org/property/education;http://dbpedia.org/resource/Purdue_University;1,
http://dbpedia.org/resource/Micha_Sharir;http://dbpedia.org/property/education;http://dbpedia.org/resource/Tel_Aviv_University;1,
http://dbpedia.org/resource/William_L._Kruer;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Louisville;1,
