subject;predicate;object;truth_value,
http://dbpedia.org/resource/Patrick_F._Sullivan;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_San_Francisco;0
http://dbpedia.org/resource/Raymond_Wolters;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Delaware;0,
http://dbpedia.org/resource/Roy_W._Gould;http://dbpedia.org/property/education;http://dbpedia.org/resource/Stanford_University;0,
http://dbpedia.org/resource/Perry_A._Frey;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_University;0,
http://dbpedia.org/resource/Teru_Hayashi;http://dbpedia.org/property/education;http://dbpedia.org/resource/Columbia_University;0,
http://dbpedia.org/resource/Steven_Blair;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Bristol;0,
http://dbpedia.org/resource/Michael_Cole_(psychologist);http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California;0,
http://dbpedia.org/resource/Norman_Rostoker;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Irvine;0
http://dbpedia.org/resource/Nanda_Rea;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Amsterdam;0,
http://dbpedia.org/resource/Stephen_Manuck;http://dbpedia.org/property/education;http://dbpedia.org/resource/Wake_Forest_School_of_Medicine;0,
http://dbpedia.org/resource/Vickie_Mays;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Los_Angeles;0
http://dbpedia.org/resource/Walter_Hayman;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Exeter;0,
http://dbpedia.org/resource/Megan_Schwamb;http://dbpedia.org/property/education;http://dbpedia.org/resource/Yale_University;0,
http://dbpedia.org/resource/Robert_Bell_(geologist);http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Cambridge;0,
http://dbpedia.org/resource/Paul_Farmer;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_Medical_School;0,
http://dbpedia.org/resource/William_Chambliss;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Santa_Barbara;0
http://dbpedia.org/resource/Stephen_R._Bourne;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Cambridge;0,
http://dbpedia.org/resource/Micha_Sharir;http://dbpedia.org/property/education;http://dbpedia.org/resource/Utrecht_University;0,
http://dbpedia.org/resource/Zhi-Quan_Tom_Luo;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Minnesota;0,
http://dbpedia.org/resource/Stephen_Salter;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Edinburgh;0,
http://dbpedia.org/resource/Stephen_Kosslyn;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_University;0,
http://dbpedia.org/resource/Rose_Frisch;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_T.H._Chan_School_of_Public_Health;0,
http://dbpedia.org/resource/Nouria_Hernandez;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Lausanne;0,
http://dbpedia.org/resource/Neil_Shephard;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_University;0,
http://dbpedia.org/resource/Mark_Tehranipoor;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Connecticut;0,
http://dbpedia.org/resource/Xiaowei_Zhuang;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_University;0,
http://dbpedia.org/resource/Michael_Telch;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Texas_at_Austin;0,
http://dbpedia.org/resource/Norman_Allinger;http://dbpedia.org/property/education;http://dbpedia.org/resource/Wayne_State_University;0,
http://dbpedia.org/resource/Thomas_Michael_O'Neil;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_San_Diego;0
http://dbpedia.org/resource/Ronald_V._Clarke;http://dbpedia.org/property/education;http://dbpedia.org/resource/Temple_University;0,
http://dbpedia.org/resource/William_Happer;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_North_Carolina;0,
http://dbpedia.org/resource/Vincenzo_Di_Nicola;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Ottawa;0,
http://dbpedia.org/resource/Vivian_Lee;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_Medical_School;0,
http://dbpedia.org/resource/Robert_H._Grubbs;http://dbpedia.org/property/education;http://dbpedia.org/resource/Michigan_State_University;0,
