subject;predicate;object;truth_value,
http://dbpedia.org/resource/William_King_Gregory;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Greenwich_Village;0,
http://dbpedia.org/resource/Kip_Thorne;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Relativistic_star;0,
http://dbpedia.org/resource/Ray_Jayawardhana;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/HR_4796;0,
http://dbpedia.org/resource/Yves_Meyer;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Tunis;0,
http://dbpedia.org/resource/Maxwell_McCombs;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/United_States;0,
http://dbpedia.org/resource/William_L._Kruer;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Kentucky;0,
http://dbpedia.org/resource/Robert_Bentley_(botanist);http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Kensington;0,
http://dbpedia.org/resource/Leonard_Broom;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Santa_Barbara,_California;0
http://dbpedia.org/resource/Malcolm_Haines;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Cambridge;0,
http://dbpedia.org/resource/Wilson_Teixeira_Beraldo;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Belo_Horizonte;0,
http://dbpedia.org/resource/Leon_Kass;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Boston;0,
http://dbpedia.org/resource/Rogers_H._Wright;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/California;0,
http://dbpedia.org/resource/Richard_Woodcock;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/San_Diego;0,
http://dbpedia.org/resource/Norman_Allinger;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Athens,_Georgia;0
http://dbpedia.org/resource/Matthew_O._Howard;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/North_America;0,
http://dbpedia.org/resource/Neil_Gordon_(paediatrician);http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/United_Kingdom;0,
http://dbpedia.org/resource/Teruko_Ishizaka;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Japan;0,
http://dbpedia.org/resource/Ubaidur_Rahman;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Japan;0,
http://dbpedia.org/resource/Rose_Frisch;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Northampton,_Massachusetts;0
http://dbpedia.org/resource/Kenneth_G._Wilson;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Saco,_Maine;0
http://dbpedia.org/resource/Thomas_D._Cook;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/United_States;0,
http://dbpedia.org/resource/William_Healey_Dall;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Denali_National_Park_and_Preserve;0,
http://dbpedia.org/resource/Norman_Rostoker;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Irvine,_California;0
http://dbpedia.org/resource/Sergi_Jikia;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Democratic_Republic_of_Georgia;0,
http://dbpedia.org/resource/Simon_Biesheuvel;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Cape_Town;0,
