subject;predicate;object;truth_value,
http://dbpedia.org/resource/Samuel_Francis_Boys;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Pudsey;0,
http://dbpedia.org/resource/Harold_Agnew;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Denver;0,
http://dbpedia.org/resource/Alexander_Ross_Clarke;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Mauritius;0,
http://dbpedia.org/resource/Albert_Schweitzer;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Bordeaux;0,
http://dbpedia.org/resource/David_A._Huffman;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Ohio;0,
http://dbpedia.org/resource/George_N._Hatsopoulos;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Athens;0,
http://dbpedia.org/resource/Bert_Sutherland;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Hastings,_Nebraska;0
http://dbpedia.org/resource/Alexey_Okladnikov;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Siberia;0,
http://dbpedia.org/resource/Harry_Kroto;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Kerala;0,
http://dbpedia.org/resource/David_Gale;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/New_York_(state);0,
http://dbpedia.org/resource/Albrecht_Penck;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Leipzig;0,
http://dbpedia.org/resource/Frederick_DuCane_Godman;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Belize;0,
http://dbpedia.org/resource/George_Kauffman;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Pennsylvania;0,
http://dbpedia.org/resource/Nikola_Tesla;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Austrian_Empire;0,
http://dbpedia.org/resource/George_de_Hevesy;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Budapest;0,
http://dbpedia.org/resource/Gene_Amdahl;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Menlo_Park,_California;0
http://dbpedia.org/resource/Ardeshir_Hosseinpour;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Tehran;0,
http://dbpedia.org/resource/George_C._Clerk;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Danish_Gold_Coast;0,
http://dbpedia.org/resource/Endre_Dudich;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Esztergom;0,
http://dbpedia.org/resource/William_J._Breed;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Arizona;0,
http://dbpedia.org/resource/Alfred_Merle_Norman;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Bournmoor;0,
http://dbpedia.org/resource/Frederic_M._Richards;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/United_States;0,
http://dbpedia.org/resource/Ursula_Bellugi;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Weimar_Republic;0,
http://dbpedia.org/resource/Frederick_G._Donnan;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/British_Ceylon;0,
http://dbpedia.org/resource/William_Edward_Hanford;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Bristol,_Pennsylvania;0
http://dbpedia.org/resource/Gene_F._Franklin;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/United_States;0,
http://dbpedia.org/resource/Albert_Einstein;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Kingdom_of_Prussia;0,
